DATE,PSTAT,U,RR1,DRR1,FF,T,N,NBAS,CL,CM,CH,N1,N2,N3,N4,UV_INDICE,name_station
2021061415,"1014,5",68.0,"0,0",0.0,"2,5","27,1",,1.0,,,,1.0,,,,,Bastia
2021061416,"1013,8",70.0,"0,0",0.0,"2,1","26,7",,0.0,,,,,,,,,Bastia
2021061417,"1013,4",71.0,"0,0",0.0,"2,5","26,6",,0.0,,,,,,,,,Bastia
2021061418,"1013,6",79.0,"0,0",0.0,"2,3","24,6",,0.0,,,,,,,,,Bastia
2021061419,"1013,7",84.0,"0,0",0.0,"0,8","22,8",,0.0,,,,,,,,,Bastia
2021061420,"1014,1",94.0,"0,0",0.0,"1,5","21,3",,5.0,,,,3.0,5.0,,,,Bastia
2021061421,"1014,5",94.0,"0,0",0.0,"0,9","21,9",8.0,8.0,,,,7.0,8.0,,,,Bastia
2021061422,"1015,0",94.0,"0,0",0.0,"1,6","21,1",,5.0,,,,5.0,5.0,,,,Bastia
2021061423,"1014,9",95.0,"0,0",0.0,"1,9","20,5",,1.0,,,,1.0,,,,,Bastia
2021061500,"1014,6",95.0,"0,0",0.0,"2,0","20,3",,0.0,,,,,,,,,Bastia
2021061501,"1014,5",95.0,"0,0",0.0,"1,9","19,7",,0.0,,,,,,,,,Bastia
2021061502,"1014,4",96.0,"0,0",0.0,"1,6","19,0",,2.0,,,,2.0,,,,,Bastia
2021061503,"1014,5",94.0,"0,2",0.0,"1,3","18,9",,1.0,,,,1.0,,,,,Bastia
2021061504,"1014,9",92.0,"0,0",0.0,"1,6","18,7",,2.0,,,,2.0,,,,,Bastia
2021061505,"1015,5",89.0,"0,0",0.0,"1,2","20,1",,0.0,,,,,,,,,Bastia
2021061506,"1015,8",75.0,"0,0",0.0,"1,6","23,3",,0.0,,,,,,,,,Bastia
2021061507,"1015,9",71.0,"0,0",0.0,"1,5","25,7",,0.0,,,,,,,,,Bastia
2021061508,"1016,0",68.0,"0,0",0.0,"2,6","26,9",,0.0,,,,,,,,,Bastia
2021061509,"1016,2",69.0,"0,0",0.0,"3,5","26,9",,1.0,,,,1.0,3.0,,,,Bastia
2021061510,"1016,2",64.0,"0,0",0.0,"3,3","27,3",,0.0,,,,,,,,,Bastia
2021061511,"1016,3",65.0,"0,0",0.0,"4,2","27,2",,1.0,,,,1.0,,,,,Bastia
2021061512,"1016,1",61.0,"0,0",0.0,"2,9","27,6",,1.0,,,,1.0,,,,,Bastia
2021061513,"1016,2",67.0,"0,0",0.0,"4,4","27,5",,1.0,,,,1.0,,,,,Bastia
2021061514,"1015,9",66.0,"0,0",0.0,"3,9","27,8",,1.0,,,,1.0,,,,,Bastia
2021061515,"1015,5",65.0,"0,0",0.0,"4,0","27,5",,0.0,,,,,,,,,Bastia
2021061516,"1015,1",72.0,"0,0",0.0,"3,8","26,8",,1.0,,,,1.0,,,,,Bastia
2021061517,"1014,9",75.0,"0,0",0.0,"3,4","26,0",,0.0,,,,,,,,,Bastia
2021061518,"1014,8",82.0,"0,0",0.0,"2,6","24,8",,0.0,,,,,,,,,Bastia
2021061519,"1014,7",86.0,"0,0",0.0,"1,9","23,3",,0.0,,,,,,,,,Bastia
2021061520,"1014,8",91.0,"0,0",0.0,"1,0","22,0",,0.0,,,,,,,,,Bastia
2021061521,"1014,9",95.0,"0,0",0.0,"0,5","21,3",,0.0,,,,,,,,,Bastia
2021061522,"1015,0",90.0,"0,0",0.0,"1,3","20,1",,0.0,,,,,,,,,Bastia
2021061523,"1014,8",95.0,"0,0",0.0,"1,2","19,5",,0.0,,,,,,,,,Bastia
2021061600,"1015,0",96.0,"0,0",0.0,"1,3","19,1",,0.0,,,,,,,,,Bastia
2021061601,"1014,8",95.0,"0,0",0.0,"1,4","19,1",,0.0,,,,,,,,,Bastia
2021061602,"1014,4",95.0,"0,0",0.0,"1,8","18,6",,0.0,,,,,,,,,Bastia
2021061603,"1014,4",93.0,"0,0",0.0,"1,7","18,6",,1.0,,,,1.0,,,,,Bastia
2021061604,"1014,5",91.0,"0,0",0.0,"1,4","19,8",8.0,8.0,,,,8.0,,,,,Bastia
2021061605,"1014,4",89.0,"0,0",0.0,"1,6","20,7",8.0,8.0,,,,8.0,,,,,Bastia
2021061606,"1014,9",85.0,"0,0",0.0,"0,0","22,3",8.0,8.0,,,,8.0,,,,,Bastia
2021061607,"1015,1",82.0,"0,0",0.0,"1,4","23,8",8.0,8.0,,,,8.0,,,,,Bastia
2021061608,"1014,9",78.0,"0,0",0.0,"2,0","24,7",8.0,8.0,,,,8.0,,,,,Bastia
2021061609,"1014,7",70.0,"0,0",0.0,"3,9","26,6",,5.0,,,,2.0,5.0,,,,Bastia
2021061610,"1015,0",68.0,"0,0",0.0,"4,5","26,9",,5.0,,,,5.0,,,,,Bastia
2021061611,"1015,0",63.0,"0,0",0.0,"4,8","27,3",,4.0,,,,1.0,4.0,,,,Bastia
2021061612,"1014,6",63.0,"0,0",0.0,"4,7","27,4",,1.0,,,,1.0,,,,,Bastia
2021061613,"1014,5",63.0,"0,0",0.0,"4,9","27,4",,1.0,,,,1.0,,,,,Bastia
2021061614,"1014,2",66.0,"0,0",0.0,"5,1","26,9",,0.0,,,,,,,,,Bastia
2021061615,"1013,9",70.0,"0,0",0.0,"4,4","26,7",,5.0,,,,5.0,,,,,Bastia
2021061616,"1013,6",74.0,"0,0",0.0,"4,0","25,1",7.0,7.0,,,,7.0,,,,,Bastia
2021061617,"1013,3",73.0,"0,0",0.0,"3,3","26,0",,3.0,,,,3.0,,,,,Bastia
2021061618,"1013,4",81.0,"0,0",0.0,"3,0","24,2",,0.0,,,,,,,,,Bastia
2021061619,"1014,0",87.0,"0,0",0.0,"1,9","22,9",,0.0,,,,,,,,,Bastia
2021061620,"1014,4",91.0,"0,0",0.0,"0,6","21,6",,0.0,,,,,,,,,Bastia
2021061621,"1014,5",94.0,"0,0",0.0,"0,7","20,8",,1.0,,,,1.0,,,,,Bastia
2021061622,"1014,5",97.0,"0,0",0.0,"1,2","20,4",,0.0,,,,,,,,,Bastia
2021061623,"1014,5",98.0,"0,0",0.0,"1,2","19,9",,2.0,,,,2.0,,,,,Bastia
2021061700,"1014,3",97.0,"0,0",0.0,"0,9","19,5",,1.0,,,,1.0,,,,,Bastia
2021061701,"1014,7",98.0,"0,0",0.0,"1,4","18,8",,2.0,,,,2.0,,,,,Bastia
2021061702,"1014,5",97.0,"0,0",0.0,"0,6","19,3",7.0,7.0,,,,7.0,7.0,,,,Bastia
2021061703,"1014,4",98.0,"0,2",0.0,"1,9","19,1",,1.0,,,,1.0,,,,,Bastia
2021061704,"1014,7",97.0,"0,0",0.0,"1,2","18,6",,0.0,,,,,,,,,Bastia
2021061705,"1014,9",97.0,"0,0",0.0,"0,8","20,3",,0.0,,,,,,,,,Bastia
2021061706,"1015,2",87.0,"0,0",0.0,"0,8","22,3",,0.0,,,,,,,,,Bastia
2021061707,"1015,6",83.0,"0,0",0.0,"1,0","23,0",,0.0,,,,,,,,,Bastia
2021061708,"1015,4",61.0,"0,0",0.0,"2,6","26,2",,0.0,,,,,,,,,Bastia
2021061709,"1015,4",68.0,"0,0",0.0,"6,0","26,4",,0.0,,,,,,,,,Bastia
2021061710,"1015,6",67.0,"0,0",0.0,"6,4","26,8",,2.0,,,,1.0,,,,,Bastia
2021061711,"1015,7",68.0,"0,0",0.0,"6,1","27,0",,2.0,,,,1.0,,,,,Bastia
2021061712,"1015,4",70.0,"0,0",0.0,"7,1","26,6",,5.0,,,,1.0,5.0,,,,Bastia
2021061713,"1015,3",71.0,"0,0",0.0,"7,6","26,2",,1.0,,,,1.0,,,,,Bastia
2021061714,"1014,7",72.0,"0,0",0.0,"7,3","25,5",,1.0,,,,1.0,,,,,Bastia
2021061715,"1014,0",70.0,"0,0",0.0,"6,9","26,4",,1.0,,,,1.0,,,,,Bastia
2021061716,"1013,8",71.0,"0,0",0.0,"6,7","25,6",,0.0,,,,,,,,,Bastia
2021061717,"1013,5",71.0,"0,0",0.0,"4,4","24,7",,1.0,,,,1.0,,,,,Bastia
2021061718,"1013,9",72.0,"0,0",0.0,"5,0","23,8",,0.0,,,,,,,,,Bastia
2021061719,"1014,3",78.0,"0,0",0.0,"2,5","22,4",,0.0,,,,,,,,,Bastia
2021061720,"1014,7",83.0,"0,0",0.0,"0,8","20,3",,0.0,,,,,,,,,Bastia
2021061721,"1015,2",91.0,"0,0",0.0,"1,1","18,9",,5.0,,,,5.0,,,,,Bastia
2021061722,"1015,4",94.0,"0,0",0.0,"1,1","19,1",8.0,8.0,,,,1.0,8.0,,,,Bastia
2021061723,"1015,1",91.0,"0,0",0.0,"1,3","19,0",8.0,8.0,,,,5.0,8.0,,,,Bastia
2021061800,"1014,8",90.0,"0,0",0.0,"0,6","18,9",7.0,7.0,,,,1.0,4.0,7.0,,,Bastia
2021061801,"1014,9",90.0,"0,0",0.0,"1,5","19,0",,5.0,,,,3.0,4.0,5.0,,,Bastia
2021061802,"1014,6",93.0,"0,0",0.0,"2,0","18,2",,5.0,,,,5.0,,,,,Bastia
2021061803,"1014,5",89.0,"0,0",0.0,"2,0","17,2",,1.0,,,,1.0,,,,,Bastia
2021061804,"1015,2",83.0,"0,0",0.0,"1,7","17,0",,0.0,,,,,,,,,Bastia
2021061805,"1015,7",85.0,"0,0",0.0,"0,8","18,0",,2.0,,,,2.0,,,,,Bastia
2021061806,"1015,8",77.0,"0,0",0.0,"0,7","21,8",,0.0,,,,,,,,,Bastia
2021061807,"1015,8",68.0,"0,0",0.0,"2,0","24,4",,0.0,,,,,,,,,Bastia
2021061808,"1015,8",74.0,"0,0",0.0,"5,9","25,6",,1.0,,,,1.0,,,,,Bastia
2021061809,"1015,8",72.0,"0,0",0.0,"6,7","25,6",,2.0,,,,2.0,3.0,,,,Bastia
2021061810,"1015,9",71.0,"0,0",0.0,"7,9","25,9",,4.0,,,,4.0,5.0,,,,Bastia
2021061811,"1015,7",69.0,"0,0",0.0,"8,2","26,2",,1.0,,,,1.0,,,,,Bastia
2021061812,"1015,7",68.0,"0,0",0.0,"8,0","26,3",,1.0,,,,1.0,,,,,Bastia
2021061813,"1015,9",66.0,"0,0",0.0,"7,4","26,8",,0.0,,,,,,,,,Bastia
2021061814,"1016,1",63.0,"0,0",0.0,"5,9","27,2",,1.0,,,,1.0,,,,,Bastia
2021061815,"1015,7",58.0,"0,0",0.0,"5,5","27,4",,0.0,,,,,,,,,Bastia
2021061816,"1015,5",64.0,"0,0",0.0,"5,5","26,3",,0.0,,,,,,,,,Bastia
2021061817,"1015,5",72.0,"0,0",0.0,"4,4","25,5",,0.0,,,,,,,,,Bastia
2021061818,"1015,5",77.0,"0,0",0.0,"2,5","24,3",,0.0,,,,,,,,,Bastia
2021061819,"1015,5",82.0,"0,0",0.0,"2,2","22,7",,0.0,,,,,,,,,Bastia
2021061820,"1015,9",88.0,"0,0",0.0,"3,5","21,8",,0.0,,,,,,,,,Bastia
2021061821,"1016,2",91.0,"0,0",0.0,"1,9","21,3",,0.0,,,,,,,,,Bastia
2021061822,"1016,3",92.0,"0,0",0.0,"0,6","20,6",,0.0,,,,,,,,,Bastia
2021061823,"1016,4",95.0,"0,0",0.0,"1,0","19,0",,0.0,,,,,,,,,Bastia
2021061900,"1016,1",95.0,"0,0",0.0,"1,1","19,2",,0.0,,,,,,,,,Bastia
2021061901,"1015,9",94.0,"0,0",0.0,"0,6","19,3",,3.0,,,,3.0,,,,,Bastia
2021061902,"1016,0",95.0,"0,0",0.0,"1,2","19,1",,1.0,,,,1.0,,,,,Bastia
2021061903,"1015,5",95.0,"0,0",,"0,6","18,6",,0.0,,,,,,,,,Bastia
2021061904,"1015,4",95.0,"0,0",,"1,0","18,9",,1.0,,,,1.0,,,,,Bastia
2021061905,"1016,1",94.0,"0,0",,"0,5","19,6",,0.0,,,,,,,,,Bastia
2021061906,"1016,1",88.0,"0,0",0.0,"1,3","21,7",,0.0,,,,,,,,,Bastia
2021061907,"1015,9",79.0,"0,0",0.0,"3,0","23,7",,0.0,,,,,,,,,Bastia
2021061908,"1015,8",74.0,"0,0",0.0,"3,9","25,3",,1.0,,,,1.0,,,,,Bastia
2021061909,"1016,0",70.0,"0,0",0.0,"5,1","26,5",,1.0,,,,1.0,,,,,Bastia
2021061910,"1016,0",70.0,"0,0",0.0,"4,9","27,4",,1.0,,,,1.0,,,,,Bastia
2021061911,"1015,8",74.0,"0,0",0.0,"5,0","25,9",,3.0,,,,3.0,,,,,Bastia
2021061912,"1015,7",68.0,"0,0",0.0,"4,8","27,1",,1.0,,,,1.0,,,,,Bastia
2021061913,"1015,3",69.0,"0,0",0.0,"4,2","27,5",,0.0,,,,,,,,,Bastia
2021061914,"1014,6",71.0,"0,0",0.0,"4,8","27,6",,1.0,,,,1.0,,,,,Bastia
2021061915,"1014,7",77.0,"0,0",0.0,"4,3","25,5",,3.0,,,,3.0,,,,,Bastia
2021061916,"1014,3",73.0,"0,0",0.0,"4,3","26,6",,0.0,,,,,,,,,Bastia
2021061917,"1014,1",80.0,"0,0",0.0,"3,8","25,4",,0.0,,,,,,,,,Bastia
2021061918,"1013,8",84.0,"0,0",0.0,"3,1","24,5",,0.0,,,,,,,,,Bastia
2021061919,"1013,2",89.0,"0,0",,"2,3","23,2",,0.0,,,,,,,,,Bastia
2021061920,"1013,4",93.0,"0,0",0.0,"0,0","22,3",,0.0,,,,,,,,,Bastia
2021061921,"1013,7",94.0,"0,0",0.0,"2,0","21,8",,0.0,,,,,,,,,Bastia
2021061922,"1013,7",94.0,"0,0",,"2,9","22,0",,,,,,,,,,,Bastia
2021061923,"1014,1",96.0,"0,0",0.0,"2,8","22,2",8.0,8.0,,,,8.0,,,,,Bastia
2021062000,"1013,7",96.0,"0,0",0.0,"2,2","22,3",8.0,8.0,,,,8.0,,,,,Bastia
2021062001,"1013,7",96.0,"0,0",0.0,"1,0","22,2",8.0,7.0,,,,7.0,8.0,,,,Bastia
2021062002,"1014,6",96.0,"0,0",0.0,"2,1","22,4",8.0,8.0,,,,8.0,,,,,Bastia
2021062003,"1014,8",95.0,"0,0",0.0,"1,7","22,3",8.0,1.0,,,,1.0,5.0,8.0,,,Bastia
2021062004,"1014,0",96.0,"0,0",3.0,"2,8","22,1",7.0,1.0,,,,1.0,7.0,7.0,,,Bastia
2021062005,"1013,4",94.0,"0,0",,"1,9","22,2",8.0,8.0,,,,8.0,,,,,Bastia
2021062006,"1012,2",90.0,"0,0",0.0,"2,4","22,9",,1.0,,,,1.0,,,,,Bastia
2021062007,"1011,6",87.0,"0,0",0.0,"1,3","23,7",,0.0,,,,,,,,,Bastia
2021062008,"1011,6",75.0,"0,0",0.0,"2,6","25,6",,0.0,,,,,,,,,Bastia
2021062009,"1011,4",62.0,"0,0",0.0,"4,1","27,7",,1.0,,,,1.0,,,,,Bastia
2021062010,"1010,9",62.0,"0,0",0.0,"3,1","27,3",,0.0,,,,,,,,,Bastia
2021062011,"1011,1",62.0,"0,0",0.0,"1,2","26,8",7.0,7.0,,,,7.0,,,,,Bastia
2021062012,"1010,7",62.0,"0,0",0.0,"3,2","27,2",,3.0,,,,3.0,,,,,Bastia
2021062013,"1010,9",68.0,"0,0",0.0,"3,5","26,7",,5.0,,,,5.0,,,,,Bastia
2021062014,"1011,2",82.0,"0,0",0.0,"3,2","25,0",,5.0,,,,5.0,,,,,Bastia
2021062015,"1011,2",86.0,"0,0",,"0,7","24,2",,1.0,,,,1.0,,,,,Bastia
2021062016,"1010,6",84.0,"0,0",0.0,"1,9","24,8",6.0,4.0,,,,4.0,6.0,,,,Bastia
2021062017,"1009,5",84.0,"0,0",0.0,"1,2","24,7",7.0,7.0,,,,7.0,,,,,Bastia
2021062018,"1009,6",85.0,"0,0",0.0,"1,6","24,3",8.0,8.0,,,,8.0,,,,,Bastia
2021062019,"1008,8",86.0,"0,0",0.0,"0,7","23,9",,3.0,,,,3.0,,,,,Bastia
2021062020,"1009,6",93.0,"0,0",0.0,"1,1","22,6",,5.0,,,,5.0,,,,,Bastia
2021062021,"1010,0",94.0,"0,0",0.0,"1,1","22,1",,3.0,,,,3.0,5.0,,,,Bastia
2021062022,"1009,6",95.0,"0,0",0.0,"1,3","21,3",,1.0,,,,1.0,,,,,Bastia
2021062023,"1009,0",95.0,"0,0",0.0,"1,7","21,1",,0.0,,,,,,,,,Bastia
2021062100,"1008,7",95.0,"0,2",0.0,"1,4","20,9",,0.0,,,,,,,,,Bastia
2021062101,"1008,6",95.0,"0,0",0.0,"1,3","20,2",,0.0,,,,,,,,,Bastia
2021062102,"1008,3",96.0,"0,0",0.0,"0,5","20,4",,0.0,,,,,,,,,Bastia
2021062103,"1008,7",92.0,"0,0",0.0,"0,7","20,9",,5.0,,,,1.0,5.0,,,,Bastia
2021062104,"1009,2",92.0,"0,0",0.0,"1,7","21,6",8.0,8.0,,,,6.0,8.0,,,,Bastia
2021062105,"1009,6",90.0,"0,0",0.0,"0,7","23,4",8.0,8.0,,,,1.0,7.0,8.0,,,Bastia
2021062106,"1009,8",83.0,"0,0",0.0,"1,5","24,3",,5.0,,,,5.0,5.0,,,,Bastia
2021062107,"1010,0",80.0,"0,0",0.0,"1,5","25,1",7.0,7.0,,,,7.0,,,,,Bastia
2021062108,"1009,5",72.0,"0,0",0.0,"3,8","26,7",,2.0,,,,2.0,,,,,Bastia
2021062109,"1009,6",70.0,"0,0",0.0,"4,1","27,1",,5.0,,,,3.0,5.0,,,,Bastia
2021062110,"1010,0",67.0,"0,0",0.0,"4,4","27,6",7.0,7.0,,,,6.0,7.0,,,,Bastia
2021062111,"1010,2",69.0,"0,0",0.0,"3,4","26,8",7.0,7.0,,,,7.0,7.0,,,,Bastia
2021062112,"1010,0",68.0,"0,0",0.0,"3,1","26,5",8.0,8.0,,,,5.0,5.0,8.0,,,Bastia
2021062113,"1009,7",67.0,"0,0",0.0,"3,0","27,3",8.0,8.0,,,,3.0,8.0,,,,Bastia
2021062114,"1009,6",69.0,"0,0",0.0,"2,8","26,6",8.0,8.0,,,,1.0,8.0,,,,Bastia
2021062115,"1009,4",71.0,"0,0",0.0,"2,9","26,3",8.0,8.0,,,,3.0,8.0,,,,Bastia
2021062116,"1009,3",70.0,"0,0",0.0,"3,3","26,5",,5.0,,,,1.0,5.0,5.0,,,Bastia
2021062117,"1009,1",75.0,"0,0",0.0,"3,9","25,9",,5.0,,,,1.0,4.0,5.0,,,Bastia
2021062118,"1008,9",78.0,"0,0",0.0,"3,1","25,2",,5.0,,,,5.0,,,,,Bastia
2021062119,"1009,2",86.0,"0,0",0.0,"2,3","23,6",6.0,6.0,,,,1.0,5.0,6.0,,,Bastia
2021062120,"1009,9",90.0,"0,0",0.0,"0,5","22,9",8.0,8.0,,,,3.0,5.0,7.0,,,Bastia
2021062121,"1010,1",91.0,"0,0",0.0,"0,0","22,3",8.0,8.0,,,,5.0,7.0,8.0,,,Bastia
2021062122,"1010,0",93.0,"0,0",0.0,"0,8","22,3",8.0,8.0,,,,7.0,7.0,8.0,,,Bastia
2021062123,"1009,8",95.0,"0,0",0.0,"0,7","21,9",7.0,7.0,,,,6.0,6.0,7.0,,,Bastia
2021062200,"1009,6",93.0,"0,0",0.0,"0,9","21,1",,0.0,,,,,,,,,Bastia
2021062201,"1009,4",96.0,"0,0",0.0,"1,4","20,3",,2.0,,,,1.0,,,,,Bastia
2021062202,"1009,4",95.0,"0,0",0.0,"1,2","20,8",8.0,8.0,,,,2.0,6.0,6.0,,,Bastia
2021062203,"1009,4",93.0,"0,0",0.0,"1,2","20,5",,5.0,,,,2.0,3.0,5.0,,,Bastia
2021062204,"1009,8",90.0,"0,0",0.0,"1,9","20,4",7.0,7.0,,,,1.0,3.0,7.0,,,Bastia
2021062205,"1010,1",90.0,"0,0",0.0,"1,0","20,8",,4.0,,,,2.0,3.0,,,,Bastia
2021062206,"1010,5",84.0,"0,0",0.0,"0,7","23,1",7.0,7.0,,,,5.0,6.0,7.0,,,Bastia
2021062207,"1011,0",75.0,"0,0",0.0,"1,6","24,8",8.0,8.0,,,,1.0,3.0,8.0,,,Bastia
2021062208,"1011,1",69.0,"0,0",0.0,"4,0","26,5",7.0,7.0,,,,5.0,5.0,7.0,,,Bastia
2021062209,"1011,1",67.0,"0,0",0.0,"3,9","27,2",7.0,7.0,,,,2.0,3.0,7.0,,,Bastia
2021062210,"1011,4",65.0,"0,0",0.0,"4,7","27,5",7.0,7.0,,,,2.0,5.0,7.0,,,Bastia
2021062211,"1011,4",63.0,"0,0",0.0,"4,0","27,4",7.0,7.0,,,,1.0,5.0,7.0,,,Bastia
2021062212,"1011,5",59.0,"0,0",0.0,"4,3","28,0",8.0,8.0,,,,5.0,8.0,,,,Bastia
2021062213,"1011,3",63.0,"0,0",0.0,"3,1","27,3",6.0,6.0,,,,5.0,6.0,,,,Bastia
2021062214,"1011,3",67.0,"0,0",0.0,"2,8","26,9",8.0,8.0,,,,5.0,8.0,,,,Bastia
2021062215,"1011,1",62.0,"0,0",0.0,"2,7","27,6",,3.0,,,,3.0,,,,,Bastia
2021062216,"1011,1",62.0,"0,0",0.0,"3,6","27,7",,3.0,,,,3.0,,,,,Bastia
2021062217,"1011,3",69.0,"0,0",0.0,"2,8","26,3",7.0,7.0,,,,7.0,7.0,,,,Bastia
2021062218,"1011,6",71.0,"0,0",0.0,"1,6","25,5",,1.0,,,,1.0,,,,,Bastia
2021062219,"1011,6",80.0,"0,0",0.0,"1,3","23,8",,3.0,,,,3.0,,,,,Bastia
2021062220,"1012,3",89.0,"0,0",0.0,"1,0","21,8",,1.0,,,,1.0,3.0,,,,Bastia
2021062221,"1012,8",91.0,"0,0",0.0,"2,3","21,5",7.0,2.0,,,,2.0,7.0,,,,Bastia
2021062222,"1013,1",90.0,"0,0",0.0,"1,6","21,5",7.0,2.0,,,,2.0,7.0,,,,Bastia
2021062223,"1013,1",91.0,"0,0",0.0,"1,0","21,3",,3.0,,,,3.0,,,,,Bastia
2021062300,"1013,3",90.0,"0,0",0.0,"0,8","20,8",,1.0,,,,1.0,,,,,Bastia
2021062301,"1012,6",91.0,"0,0",0.0,"0,8","20,1",,0.0,,,,,,,,,Bastia
2021062302,"1012,5",91.0,"0,0",0.0,"2,5","20,1",,0.0,,,,,,,,,Bastia
2021062303,"1012,6",87.0,"0,0",,"1,5","20,6",,0.0,,,,,,,,,Bastia
2021062304,"1013,4",91.0,"0,0",,"1,8","19,5",,2.0,,,,2.0,,,,,Bastia
2021062305,"1012,9",82.0,"0,0",0.0,"2,8","21,5",6.0,6.0,,,,6.0,,,,,Bastia
2021062306,"1013,1",74.0,"0,0",0.0,"1,4","23,8",,0.0,,,,,,,,,Bastia
2021062307,"1013,1",56.0,"0,0",0.0,"1,2","26,3",,0.0,,,,,,,,,Bastia
2021062308,"1013,3",55.0,"0,0",0.0,"3,1","27,6",,1.0,,,,1.0,,,,,Bastia
2021062309,"1013,2",58.0,"0,0",0.0,"2,8","27,6",,0.0,,,,,,,,,Bastia
2021062310,"1013,5",58.0,"0,0",0.0,"4,0","28,5",,0.0,,,,,,,,,Bastia
2021062311,"1013,3",55.0,"0,0",0.0,"3,3","28,5",,0.0,,,,,,,,,Bastia
2021062312,"1013,4",43.0,"0,0",0.0,"3,5","29,2",,0.0,,,,,,,,,Bastia
2021062313,"1014,2",46.0,"0,0",0.0,"3,2","28,5",,1.0,,,,1.0,,,,,Bastia
2021062314,"1013,4",44.0,"0,0",0.0,"5,5","30,4",,2.0,,,,1.0,,,,,Bastia
2021062315,"1013,1",54.0,"0,0",0.0,"5,3","28,7",,0.0,,,,,,,,,Bastia
2021062316,"1013,2",56.0,"0,0",0.0,"3,2","28,7",,0.0,,,,,,,,,Bastia
2021062317,"1013,0",53.0,"0,0",0.0,"1,6","27,4",,0.0,,,,,,,,,Bastia
2021062318,"1013,2",62.0,"0,0",0.0,"2,2","26,0",,0.0,,,,,,,,,Bastia
2021062319,"1013,6",78.0,"0,0",0.0,"0,5","24,0",,0.0,,,,,,,,,Bastia
2021062320,"1014,8",84.0,"0,0",0.0,"0,9","22,1",,0.0,,,,,,,,,Bastia
2021062321,"1015,0",86.0,"0,0",0.0,"0,8","21,3",6.0,6.0,,,,6.0,,,,,Bastia
2021062322,"1015,0",85.0,"0,0",0.0,"1,6","20,7",,5.0,,,,5.0,,,,,Bastia
2021062323,"1015,0",84.0,"0,0",0.0,"1,3","20,3",,5.0,,,,5.0,,,,,Bastia
2021062400,"1014,9",84.0,"0,0",0.0,"1,5","20,4",,0.0,,,,,,,,,Bastia
2021062401,"1014,7",81.0,"0,0",0.0,"1,2","20,4",,0.0,,,,,,,,,Bastia
2021062402,"1014,7",78.0,"0,0",,"2,6","21,2",,0.0,,,,,,,,,Bastia
2021062403,"1015,0",83.0,"0,0",0.0,"2,2","20,3",,0.0,,,,,,,,,Bastia
2021062404,"1015,1",81.0,"0,0",0.0,"3,3","21,0",,0.0,,,,,,,,,Bastia
2021062405,"1015,2",79.0,"0,0",0.0,"3,2","21,7",,0.0,,,,,,,,,Bastia
2021062406,"1015,3",71.0,"0,0",0.0,"3,8","24,9",,0.0,,,,,,,,,Bastia
2021062407,"1015,9",71.0,"0,0",0.0,"2,5","26,1",,1.0,,,,1.0,,,,,Bastia
2021062408,"1016,2",63.0,"0,0",0.0,"2,5","27,5",,2.0,,,,2.0,,,,,Bastia
2021062409,"1016,5",66.0,"0,0",0.0,"4,0","27,7",,5.0,,,,1.0,4.0,5.0,,,Bastia
2021062410,"1016,5",57.0,"0,0",0.0,"3,5","28,4",,5.0,,,,5.0,5.0,,,,Bastia
2021062411,"1016,6",51.0,"0,0",0.0,"3,5","29,1",,4.0,,,,1.0,4.0,,,,Bastia
2021062412,"1016,4",54.0,"0,0",0.0,"3,9","29,7",6.0,6.0,,,,6.0,6.0,,,,Bastia
2021062413,"1016,6",62.0,"0,0",0.0,"3,3","27,4",7.0,7.0,,,,1.0,5.0,7.0,,,Bastia
2021062414,"1016,4",58.0,"0,0",0.0,"3,5","27,9",7.0,3.0,,,,1.0,3.0,7.0,,,Bastia
2021062415,"1016,2",63.0,"0,0",0.0,"2,5","27,1",7.0,7.0,,,,2.0,6.0,7.0,,,Bastia
2021062416,"1016,1",66.0,"0,0",0.0,"2,2","26,8",6.0,1.0,,,,1.0,6.0,,,,Bastia
2021062417,"1016,2",65.0,"0,0",0.0,"3,4","26,4",6.0,6.0,,,,5.0,6.0,6.0,,,Bastia
2021062418,"1016,1",69.0,"0,0",0.0,"2,1","25,3",6.0,6.0,,,,6.0,6.0,,,,Bastia
2021062419,"1016,1",78.0,"0,0",0.0,"1,4","23,8",,1.0,,,,1.0,,,,,Bastia
2021062420,"1016,6",77.0,"0,0",0.0,"1,3","22,8",,0.0,,,,,,,,,Bastia
2021062421,"1016,7",82.0,"0,0",0.0,"0,9","21,4",,0.0,,,,,,,,,Bastia
2021062422,"1016,7",90.0,"0,0",0.0,"1,3","20,1",,0.0,,,,,,,,,Bastia
2021062423,"1016,7",78.0,"0,0",0.0,"1,6","20,6",,1.0,,,,1.0,,,,,Bastia
2021062500,"1016,3",76.0,"0,0",0.0,"2,6","20,7",,5.0,,,,3.0,5.0,5.0,,,Bastia
2021062501,"1016,0",74.0,"0,0",0.0,"3,6","20,8",,5.0,,,,2.0,3.0,5.0,,,Bastia
2021062502,"1015,8",73.0,"0,0",0.0,"3,8","20,3",,2.0,,,,2.0,,,,,Bastia
2021062503,"1015,4",72.0,"0,0",0.0,"3,7","20,0",,0.0,,,,,,,,,Bastia
2021062504,"1015,4",75.0,"0,0",,"2,4","19,0",,0.0,,,,,,,,,Bastia
2021062505,"1015,0",68.0,"0,0",0.0,"3,4","20,5",,0.0,,,,,,,,,Bastia
